"cidade","tuberculose"
"520490 Campos Belos",16
"520495 Campos Verdes",13
"520500 Carmo do Rio Verde",2
"520505 Castelândia",4
"520510 Catalão",36
"520520 Caturaí",4
"520530 Cavalcante",9
"520540 Ceres",10
"520545 Cezarina",10
"520547 Chapadão do Céu",5
"520549 Cidade Ocidental",26
"520551 Cocalzinho de Goiás",12
"520552 Colinas do Sul",2
"520570 Córrego do Ouro",1
"520580 Corumbá de Goiás",2
"520590 Corumbaíba",1
"520620 Cristalina",34
"520640 Crixás",25
"520650 Cromínia",1
"520660 Cumari",4
"520680 Damolândia",1
"520710 Diorama",8
"520830 Divinópolis de Goiás",5
"520725 Doverlândia",5
"520735 Edealina",3
"520740 Edéia",7
"520750 Estrela do Norte",3
"520753 Faina",9
"520760 Fazenda Nova",3
"520780 Firminópolis",4
"520790 Flores de Goiás",12
"520800 Formosa",84
"520810 Formoso",2
"520815 Gameleira de Goiás",1
"520840 Goianápolis",11
"520850 Goiandira",1
"520860 Goianésia",50
"520870 Goiânia",1476
"520880 Goianira",104
"520890 Goiás",55
"520910 Goiatuba",22
"520915 Gouvelândia",4
"520920 Guapó",10
"520940 Guarani de Goiás",6
"520945 Guarinos",3
"520960 Heitoraí",3
"520970 Hidrolândia",22
"520980 Hidrolina",1
"520990 Iaciara",14
"520993 Inaciolândia",4
"520995 Indiara",19
"521000 Inhumas",20
"521010 Ipameri",6
"521020 Iporá",27
"521030 Israelândia",3
"521040 Itaberaí",33
"521056 Itaguari",3
"521060 Itaguaru",1
"521080 Itajá",3
"521090 Itapaci",14
"521100 Itapirapuã",3
"521120 Itapuranga",7
"521130 Itarumã",4
"521140 Itauçu",4
"521150 Itumbiara",58
"521160 Ivolândia",1
"521170 Jandaia",2
"521180 Jaraguá",14
"521190 Jataí",42
"521200 Jaupaci",1
"521210 Joviânia",4
"521220 Jussara",19
"521230 Leopoldo de Bulhões",2
"521250 Luziânia",151
"521260 Mairipotaba",1
"521270 Mambaí",2
"521280 Mara Rosa",9
"521295 Matrinchã",2
"521300 Maurilândia",10
"521308 Minaçu",16
"521310 Mineiros",42
"521340 Moiporá",2
"521350 Monte Alegre de Goiás",5
"521370 Montes Claros de Goiás",2
"521375 Montividiu",4
"521377 Montividiu do Norte",10
"521380 Morrinhos",22
"521385 Morro Agudo de Goiás",1
"521390 Mossâmedes",3
"521400 Mozarlândia",10
"521405 Mundo Novo",9
"521410 Mutunópolis",1
"521440 Nazário",16
"521450 Nerópolis",20
"521460 Niquelândia",34
"521470 Nova América",2
"521483 Nova Crixás",14
"521486 Nova Glória",2
"521487 Nova Iguaçu de Goiás",2
"521490 Nova Roma",1
"521500 Nova Veneza",5
"521520 Novo Brasil",4
"521523 Novo Gama",70
"521525 Novo Planalto",1
"521530 Orizona",5
"521560 Padre Bernardo",36
"521570 Palmeiras de Goiás",22
"521580 Palmelo",1
"521590 Palminópolis",3
"521600 Panamá",1
"521630 Paranaiguara",5
"521640 Paraúna",10
"521680 Petrolina de Goiás",6
"521690 Pilar de Goiás",1
"521710 Piracanjuba",16
"521720 Piranhas",9
"521730 Pirenópolis",13
"521740 Pires do Rio",24
"521760 Planaltina",59
"521770 Pontalina",9
"521800 Porangatu",42
"521810 Portelândia",3
"521830 Posse",36
"521839 Professor Jamil",3
"521850 Quirinópolis",33
"521860 Rialma",4
"521870 Rianápolis",2
"521878 Rio Quente",1
"521880 Rio Verde",131
"521890 Rubiataba",8
"521900 Sanclerlândia",2
"521910 Santa Bárbara de Goiás",1
"521920 Santa Cruz de Goiás",1
"521925 Santa Fé de Goiás",2
"521930 Santa Helena de Goiás",22
"521935 Santa Isabel",2
"521940 Santa Rita do Araguaia",3
"521945 Santa Rita do Novo Destino",1
"521950 Santa Rosa de Goiás",1
"521960 Santa Tereza de Goiás",2
"521970 Santa Terezinha de Goiás",10
"521971 Santo Antônio da Barra",3
"521973 Santo Antônio de Goiás",5
"521975 Santo Antônio do Descoberto",22
"521980 São Domingos",5
"522000 São João d'Aliança",3
"522010 São Luís de Montes Belos",14
"522015 São Luíz do Norte",3
"522020 São Miguel do Araguaia",31
"522026 São Miguel do Passa Quatro",1
"522040 São Simão",25
"522045 Senador Canedo",140
"522050 Serranópolis",5
"522060 Silvânia",9
"522068 Simolândia",5
"522070 Sítio d'Abadia",1
"522100 Taquaral de Goiás",2
"522108 Teresina de Goiás",3
"522119 Terezópolis de Goiás",12
"522130 Três Ranchos",1
"522140 Trindade",185
"522145 Trombas",3
"522150 Turvânia",1
"522155 Turvelândia",4
"522157 Uirapuru",4
"522160 Uruaçu",39
"522170 Uruana",5
"522180 Urutaí",1
"522185 Valparaíso de Goiás",111
"522190 Varjão",1
"522200 Vianópolis",2
"522205 Vicentinópolis",3
"522220 Vila Boa",1
"522230 Vila Propício",3
"530010 Brasília",1984
"000000 Ignorado ou exterior",313
